Count_crash,GEOID
0,482150244031
0,482150245002
0,484717903005
0,484717901012
0,484717901021
0,484717901013
0,482150246001
0,482150246002
0,480410017022
0,483671403002
11,483550023042
0,482770009001
0,482770001011
0,482770010002
0,482770009002
0,481130178055
0,481770003001
0,481770001001
0,481770003002
0,481770005002
0,481770002003
0,481770006002
0,481770002001
0,481770003004
6,481770001002
0,481770006001
0,481770005001
0,481770003003
0,481770004002
6,481770005003
0,484679508004
2,484279506002
0,484279502022
0,482150220014
0,481130117014
0,481130139012
0,481130141161
0,481130152043
2,485019502005
0,485019502001
0,482150241051
0,482150241052
7,482150241053
0,482150244021
0,485019502002
0,485019502003
0,485019502004
0,481130187004
0,481130138053
2,481130003001
0,481130064022
0,481130165221
0,481130138052
2,481130202003
9,481130201001
2,481130149022
0,483579504004
0,483579501002
0,483579503003
0,483579501001
0,481350023001
2,481350022001
2,481350013001
0,481350030002
0,481350001002
2,481350017002
0,484717903002
2,484717903003
0,484717906003
0,484717902004
0,484717902002
0,484717903004
0,484717903001
5,484717904001
2,484717901032
0,484717902001
2,484717908001
2,484717905003
0,482211602073
0,482211602102
0,482211601002
2,482211601001
0,482211602062
0,484530022081
0,484530024331
6,484530002041
0,484530017402
0,483750134001
0,481350027006
0,484717905001
7,484717905002
6,484717906001
0,482570510001
0,483879505004
0,483879505005
0,482599701002
0,482599701001
0,482599701004
0,482599701003
0,485079503023
0,485079503024
0,485079503012
0,485079503022
0,481350028025
0,481350001001
0,480079501001
0,480079501005
0,480079503003
0,480079501003
0,480079501002
0,480079503004
0,482599705003
2,482599705004
2,482599705001
0,480079503002
0,480079502002
0,483750130002
0,482211602053
0,481872106031
0,481872107112
0,481872105082
0,482211603013
4,482211601003
0,482211603011
0,482211601004
0,482211602081
0,482979502002
0,482030204022
2,483090003001
0,483090018002
4,483030105085
2,481130195023
0,481130077002
4,481130091014
0,481130096052
6,481130142033
4,481130179004
2,483239504001
6,483239505003
0,480879503001
0,480879503002
0,480879503003
0,480879503004
0,482379505001
0,482379503003
0,482379505002
0,483699503003
0,482119503003
0,484759501001
0,484759501002
0,484759502003
0,483239507003
7,483239504003
0,484879507001
0,484879507002
0,484410134044
0,484410103002
0,480396603003
2,480396604001
2,480396604002
0,480396604003
0,480396605001
0,480396605002
0,480396605003
0,480396605005
0,480396605006
0,484410104001
0,484410112002
0,484410134043
4,484459503001
0,484459503003
0,484459504001
0,484459504003
6,480396607021
0,484279505003
0,484279505004
3,484279506001
0,480539603002
2,480539601002
0,480539608001
0,480539604003
0,480539604001
0,480539603004
0,480539607001
0,480539603003
0,480539607003
0,484459504005
0,484459504004
0,483759800001
0,480370114021
0,480370105001
0,480370116002
0,480370116005
5,480370117002
0,480370117001
0,480370111004
0,480370109016
0,480370113003
0,480370116003
0,480370114014
0,480370116006
2,483750103001
0,480370115012
0,480370112001
0,480370114012
0,480370108003
0,480370106002
0,480370113001
0,480370110003
0,480370113002
0,484530018554
0,484530018584
0,484530018585
0,484530018592
17,484530018622
2,483750120002
0,483750120001
0,481130147031
2,481130017033
7,481130017042
0,482770004011
0,483750141001
0,483750151001
0,484459504006
0,484459504007
0,484879506002
0,482299503001
0,482299503002
0,482299503003
2,483750115002
0,483750133002
0,483750145005
0,483359502005
3,484530019082
0,484530022093
0,482499503001
0,482499501001
0,482499504001
0,482499502006
0,482499502001
0,482499501002
0,482499503003
3,482499502003
0,482499503002
2,482499505003
0,482499504003
0,482499501004
0,482499502004
0,482499502005
0,483750133003
0,484530022102
2,482499503005
0,482499503006
0,482499503004
0,482499505001
2,482499505002
0,482499505004
0,482499506001
0,482499506003
0,482499504002
2,484736802004
0,484736802001
0,484736803002
2,484736803005
0,484530015032
0,484530015033
4,484736805002
0,484736805003
0,484736803003
2,484736804001
2,480439505003
0,480439505001
0,480439503001
0,483290003053
6,483290003021
0,483290013003
0,482150241054
2,482150241062
0,483290003031
0,483290006005
0,483290001001
0,483290101133
4,483290003022
4,483290101091
0,483290011004
0,483290101052
0,483290004012
0,483290014003
0,485039506005
0,485039505002
0,485039504002
0,485039502002
0,485039502004
0,483290001003
0,483290001002
0,483290002001
0,483290002003
0,481350008002
0,481350008004
0,481599502001
0,481599501001
0,481599503002
3,481350010001
0,481350010002
0,481350010003
0,481350011002
0,481350011003
0,481350011004
2,481350013002
0,481350013003
0,481350013004
0,485039505004
0,485039505001
0,485039506001
0,481350015002
4,481350020001
0,481350022002
0,481350023002
0,481350024001
0,481350024002
0,481350024004
3,481350024005
